# ---------------------------------- WARNING ----------------------------------------
# Provisional data are subject to revision. Go to
# http://help.waterdata.usgs.gov/policies/provisional-data-statement for more information.
#
# File-format description:  http://help.waterdata.usgs.gov/faq/about-tab-delimited-output
# Automated-retrieval info: http://help.waterdata.usgs.gov/faq/automated-retrievals
#
# Contact:   gs-w_support_nwisweb@usgs.gov
# retrieved: 2017-03-07 18:09:55 -05:00	(natwebvaas01)
#
# Data for the following 1 site(s) are contained in this file
#    USGS 10011500 BEAR RIVER NEAR UTAH-WYOMING STATE LINE
# -----------------------------------------------------------------------------------
#
# TS_ID - An internal number representing a time series.
# IV_TS_ID - An internal number representing the Instantaneous Value time series from which the daily statistic is calculated.
#
# Data provided for site 10011500
#    TS_ID       Parameter    Statistic  IV_TS_ID       Description
#    143377      00060        00003      144242         Discharge, cubic feet per second (Mean)
#
# Data-value qualification codes included in this output:
#     A  Approved for publication -- Processing and review completed.
#     e  Value has been edited or estimated by USGS personnel and is write protected.
#     P  Provisional data subject to revision.
#     Ice  Ice affected
#
agency_cd	site_no	datetime	143377_00060_00003	143377_00060_00003_cd
USGS	10011500	2004-07-04	179	A
USGS	10011500	2004-07-05	178	A
USGS	10011500	2004-07-06	198	A
USGS	10011500	2004-07-07	193	A
USGS	10011500	2004-07-08	191	A
USGS	10011500	2004-07-09	188	A
USGS	10011500	2004-07-10	183	A
USGS	10011500	2004-07-11	177	A
USGS	10011500	2004-07-12	172	A
USGS	10011500	2004-07-13	176	A
USGS	10011500	2004-07-14	181	A
USGS	10011500	2004-07-15	206	A
USGS	10011500	2004-07-16	243	A
USGS	10011500	2004-07-17	263	A
USGS	10011500	2004-07-18	246	A
USGS	10011500	2004-07-19	227	A
USGS	10011500	2004-07-20	190	A
USGS	10011500	2004-07-21	192	A
USGS	10011500	2004-07-22	176	A
USGS	10011500	2004-07-23	180	A
USGS	10011500	2004-07-24	170	A
USGS	10011500	2004-07-25	157	A
USGS	10011500	2004-07-26	139	A
USGS	10011500	2004-07-27	145	A
USGS	10011500	2004-07-28	142	A
USGS	10011500	2004-07-29	125	A
USGS	10011500	2004-07-30	118	A
USGS	10011500	2004-07-31	113	A
USGS	10011500	2004-08-01	111	A
USGS	10011500	2004-08-02	115	A
USGS	10011500	2004-08-03	121	A
USGS	10011500	2004-08-04	106	A
USGS	10011500	2004-08-05	107	A
USGS	10011500	2004-08-06	107	A
USGS	10011500	2004-08-07	95	A
USGS	10011500	2004-08-08	88	A
USGS	10011500	2004-08-09	84	A
USGS	10011500	2004-08-10	80	A
USGS	10011500	2004-08-11	77	A
USGS	10011500	2004-08-12	74	A
USGS	10011500	2004-08-13	73	A
USGS	10011500	2004-08-14	71	A
USGS	10011500	2004-08-15	69	A
USGS	10011500	2004-08-16	73	A
USGS	10011500	2004-08-17	82	A
USGS	10011500	2004-08-18	86	A
USGS	10011500	2004-08-19	83	A
USGS	10011500	2004-08-20	73	A
USGS	10011500	2004-08-21	69	A
USGS	10011500	2004-08-22	68	A
USGS	10011500	2004-08-23	71	A
USGS	10011500	2004-08-24	85	A
USGS	10011500	2004-08-25	79	A
USGS	10011500	2004-08-26	77	A
USGS	10011500	2004-08-27	74	A
USGS	10011500	2004-08-28	67	A
USGS	10011500	2004-08-29	64	A
USGS	10011500	2004-08-30	63	A
USGS	10011500	2004-08-31	61	A
USGS	10011500	2004-09-01	58	A
USGS	10011500	2004-09-02	56	A
USGS	10011500	2004-09-03	56	A
USGS	10011500	2004-09-04	66	A
USGS	10011500	2004-09-05	71	A
USGS	10011500	2004-09-06	63	A
USGS	10011500	2004-09-07	59	A
USGS	10011500	2004-09-08	54	A
USGS	10011500	2004-09-09	52	A
USGS	10011500	2004-09-10	50	A
USGS	10011500	2004-09-11	49	A
USGS	10011500	2004-09-12	47	A
USGS	10011500	2004-09-13	57	A
USGS	10011500	2004-09-14	53	A
USGS	10011500	2004-09-15	49	A
USGS	10011500	2004-09-16	47	A
USGS	10011500	2004-09-17	46	A
USGS	10011500	2004-09-18	44	A
USGS	10011500	2004-09-19	43	A
USGS	10011500	2004-09-20	61	A
USGS	10011500	2004-09-21	57	A
USGS	10011500	2004-09-22	55	A
USGS	10011500	2004-09-23	52	A
USGS	10011500	2004-09-24	53	A
USGS	10011500	2004-09-25	50	A
USGS	10011500	2004-09-26	48	A
USGS	10011500	2004-09-27	45	A
USGS	10011500	2004-09-28	43	A
USGS	10011500	2004-09-29	48	A
USGS	10011500	2004-09-30	55	A
USGS	10011500	2004-10-01	55	A
USGS	10011500	2004-10-02	53	A
USGS	10011500	2004-10-03	49	A
USGS	10011500	2004-10-04	47	A
USGS	10011500	2004-10-05	47	A
USGS	10011500	2004-10-06	48	A
USGS	10011500	2004-10-07	46	A
USGS	10011500	2004-10-08	45	A
USGS	10011500	2004-10-09	45	A
USGS	10011500	2004-10-10	47	A
USGS	10011500	2004-10-11	60	A
USGS	10011500	2004-10-12	54	A
USGS	10011500	2004-10-13	51	A
USGS	10011500	2004-10-14	49	A
USGS	10011500	2004-10-15	47	A
USGS	10011500	2004-10-16	46	A
USGS	10011500	2004-10-17	45	A
USGS	10011500	2004-10-18	52	A
USGS	10011500	2004-10-19	59	A
USGS	10011500	2004-10-20	82	A
USGS	10011500	2004-10-21	98	A
USGS	10011500	2004-10-22	83	A
USGS	10011500	2004-10-23	73	A
USGS	10011500	2004-10-24	74	A
USGS	10011500	2004-10-25	71	A
USGS	10011500	2004-10-26	70	A
USGS	10011500	2004-10-27	69	A
USGS	10011500	2004-10-28	77	A
USGS	10011500	2004-10-29	70	A
USGS	10011500	2004-10-30	69	A
USGS	10011500	2004-10-31	66	A
USGS	10011500	2004-11-01	53	A
USGS	10011500	2004-11-02	51	A
USGS	10011500	2004-11-03	68	A
USGS	10011500	2004-11-04	64	A
USGS	10011500	2004-11-05	60	A
USGS	10011500	2004-11-06	60	A
USGS	10011500	2004-11-07	60	A
USGS	10011500	2004-11-08	65	A
USGS	10011500	2004-11-09	78	A
USGS	10011500	2004-11-10	78	A
USGS	10011500	2004-11-11	75	A
USGS	10011500	2004-11-12	71	A
USGS	10011500	2004-11-13	67	A
USGS	10011500	2004-11-14	58	A
USGS	10011500	2004-11-15	57	A
USGS	10011500	2004-11-16	66	A
USGS	10011500	2004-11-17	62	A
USGS	10011500	2004-11-18	52	A
USGS	10011500	2004-11-19	54	A
USGS	10011500	2004-11-20	38	A
USGS	10011500	2004-11-21	39	A
USGS	10011500	2004-11-22	54	A
USGS	10011500	2004-11-23	56	A
USGS	10011500	2004-11-24	49	A
USGS	10011500	2004-11-25	60	A
USGS	10011500	2004-11-26	55	A
USGS	10011500	2004-11-27	43	A
USGS	10011500	2004-11-28	46	A:e
USGS	10011500	2004-11-29	48	A:e
USGS	10011500	2004-11-30	40	A:e
USGS	10011500	2004-12-01	40	A:e
USGS	10011500	2004-12-02	45	A:e
USGS	10011500	2004-12-03	43	A:e
USGS	10011500	2004-12-04	43	A:e
USGS	10011500	2004-12-05	45	A:e
USGS	10011500	2004-12-06	48	A:e
USGS	10011500	2004-12-07	46	A:e
USGS	10011500	2004-12-08	45	A:e
USGS	10011500	2004-12-09	43	A:e
USGS	10011500	2004-12-10	42	A:e
USGS	10011500	2004-12-11	41	A:e
USGS	10011500	2004-12-12	41	A:e
USGS	10011500	2004-12-13	43	A:e
USGS	10011500	2004-12-14	44	A:e
USGS	10011500	2004-12-15	46	A:e
USGS	10011500	2004-12-16	44	A:e
USGS	10011500	2004-12-17	43	A:e
USGS	10011500	2004-12-18	42	A:e
USGS	10011500	2004-12-19	41	A:e
USGS	10011500	2004-12-20	40	A:e
USGS	10011500	2004-12-21	40	A:e
USGS	10011500	2004-12-22	42	A:e
USGS	10011500	2004-12-23	43	A:e
USGS	10011500	2004-12-24	40	A:e
USGS	10011500	2004-12-25	49	A:e
USGS	10011500	2004-12-26	46	A:e
USGS	10011500	2004-12-27	42	A:e
USGS	10011500	2004-12-28	41	A:e
USGS	10011500	2004-12-29	40	A:e
USGS	10011500	2004-12-30	41	A:e
USGS	10011500	2004-12-31	41	A:e
USGS	10011500	2005-01-01	40	A:e
USGS	10011500	2005-01-02	41	A:e
USGS	10011500	2005-01-03	41	A:e
USGS	10011500	2005-01-04	40	A:e
USGS	10011500	2005-01-05	40	A:e
USGS	10011500	2005-01-06	40	A:e
USGS	10011500	2005-01-07	41	A:e
USGS	10011500	2005-01-08	42	A:e
USGS	10011500	2005-01-09	44	A:e
USGS	10011500	2005-01-10	43	A:e
USGS	10011500	2005-01-11	42	A:e
USGS	10011500	2005-01-12	41	A:e
USGS	10011500	2005-01-13	40	A:e
USGS	10011500	2005-01-14	41	A:e
USGS	10011500	2005-01-15	42	A:e
USGS	10011500	2005-01-16	42	A:e
USGS	10011500	2005-01-17	43	A:e
USGS	10011500	2005-01-18	44	A:e
USGS	10011500	2005-01-19	45	A:e
USGS	10011500	2005-01-20	46	A:e
USGS	10011500	2005-01-21	47	A:e
USGS	10011500	2005-01-22	48	A:e
USGS	10011500	2005-01-23	49	A:e
USGS	10011500	2005-01-24	48	A:e
USGS	10011500	2005-01-25	47	A:e
USGS	10011500	2005-01-26	46	A:e
USGS	10011500	2005-01-27	45	A:e
USGS	10011500	2005-01-28	44	A:e
USGS	10011500	2005-01-29	43	A:e
USGS	10011500	2005-01-30	42	A:e
USGS	10011500	2005-01-31	42	A:e
USGS	10011500	2005-02-01	42	A:e
USGS	10011500	2005-02-02	43	A:e
USGS	10011500	2005-02-03	44	A:e
USGS	10011500	2005-02-04	46	A:e
USGS	10011500	2005-02-05	44	A:e
USGS	10011500	2005-02-06	42	A:e
USGS	10011500	2005-02-07	39	A:e
USGS	10011500	2005-02-08	40	A:e
USGS	10011500	2005-02-09	41	A:e
USGS	10011500	2005-02-10	44	A:e
USGS	10011500	2005-02-11	46	A:e
USGS	10011500	2005-02-12	47	A:e
USGS	10011500	2005-02-13	48	A:e
USGS	10011500	2005-02-14	48	A:e
USGS	10011500	2005-02-15	47	A:e
USGS	10011500	2005-02-16	46	A:e
USGS	10011500	2005-02-17	45	A:e
USGS	10011500	2005-02-18	44	A:e
USGS	10011500	2005-02-19	43	A:e
USGS	10011500	2005-02-20	43	A:e
USGS	10011500	2005-02-21	42	A:e
USGS	10011500	2005-02-22	41	A:e
USGS	10011500	2005-02-23	39	A:e
USGS	10011500	2005-02-24	39	A:e
USGS	10011500	2005-02-25	40	A:e
USGS	10011500	2005-02-26	40	A:e
USGS	10011500	2005-02-27	41	A:e
USGS	10011500	2005-02-28	42	A:e
USGS	10011500	2005-03-01	43	A:e
USGS	10011500	2005-03-02	44	A:e
USGS	10011500	2005-03-03	48	A:e
USGS	10011500	2005-03-04	48	A:e
USGS	10011500	2005-03-05	47	A:e
USGS	10011500	2005-03-06	44	A:e
USGS	10011500	2005-03-07	45	A:e
USGS	10011500	2005-03-08	42	A:e
USGS	10011500	2005-03-09	40	A:e
USGS	10011500	2005-03-10	39	A:e
USGS	10011500	2005-03-11	39	A
USGS	10011500	2005-03-12	42	A
USGS	10011500	2005-03-13	43	A
USGS	10011500	2005-03-14	36	A
USGS	10011500	2005-03-15	38	A
USGS	10011500	2005-03-16	41	A
USGS	10011500	2005-03-17	36	A
USGS	10011500	2005-03-18	36	A
USGS	10011500	2005-03-19	39	A
USGS	10011500	2005-03-20	42	A
USGS	10011500	2005-03-21	40	A
USGS	10011500	2005-03-22	39	A
USGS	10011500	2005-03-23	43	A
USGS	10011500	2005-03-24	43	A
USGS	10011500	2005-03-25	41	A
USGS	10011500	2005-03-26	42	A
USGS	10011500	2005-03-27	42	A
USGS	10011500	2005-03-28	49	A
USGS	10011500	2005-03-29	45	A
USGS	10011500	2005-03-30	44	A
USGS	10011500	2005-03-31	43	A
USGS	10011500	2005-04-01	42	A
USGS	10011500	2005-04-02	47	A
USGS	10011500	2005-04-03	52	A
USGS	10011500	2005-04-04	52	A
USGS	10011500	2005-04-05	47	A
USGS	10011500	2005-04-06	50	A
USGS	10011500	2005-04-07	65	A
USGS	10011500	2005-04-08	73	A
USGS	10011500	2005-04-09	59	A
USGS	10011500	2005-04-10	61	A
USGS	10011500	2005-04-11	60	A
USGS	10011500	2005-04-12	65	A
USGS	10011500	2005-04-13	80	A
USGS	10011500	2005-04-14	86	A
USGS	10011500	2005-04-15	84	A
USGS	10011500	2005-04-16	101	A
USGS	10011500	2005-04-17	137	A
USGS	10011500	2005-04-18	169	A
USGS	10011500	2005-04-19	170	A
USGS	10011500	2005-04-20	157	A
USGS	10011500	2005-04-21	135	A
USGS	10011500	2005-04-22	132	A
USGS	10011500	2005-04-23	157	A
USGS	10011500	2005-04-24	189	A
USGS	10011500	2005-04-25	197	A
USGS	10011500	2005-04-26	234	A
USGS	10011500	2005-04-27	273	A
USGS	10011500	2005-04-28	262	A
USGS	10011500	2005-04-29	222	A
USGS	10011500	2005-04-30	193	A
USGS	10011500	2005-05-01	179	A
USGS	10011500	2005-05-02	183	A
USGS	10011500	2005-05-03	177	A
USGS	10011500	2005-05-04	198	A
USGS	10011500	2005-05-05	260	A
USGS	10011500	2005-05-06	391	A
USGS	10011500	2005-05-07	354	A
USGS	10011500	2005-05-08	298	A
USGS	10011500	2005-05-09	346	A
USGS	10011500	2005-05-10	402	A
USGS	10011500	2005-05-11	320	A
USGS	10011500	2005-05-12	280	A
USGS	10011500	2005-05-13	287	A
USGS	10011500	2005-05-14	342	A
USGS	10011500	2005-05-15	442	A
USGS	10011500	2005-05-16	655	A
USGS	10011500	2005-05-17	817	A
USGS	10011500	2005-05-18	628	A
USGS	10011500	2005-05-19	865	A
USGS	10011500	2005-05-20	1250	A
USGS	10011500	2005-05-21	1550	A
USGS	10011500	2005-05-22	1610	A
USGS	10011500	2005-05-23	1740	A
USGS	10011500	2005-05-24	1820	A
USGS	10011500	2005-05-25	1690	A
USGS	10011500	2005-05-26	1440	A
USGS	10011500	2005-05-27	1370	A
USGS	10011500	2005-05-28	1360	A
USGS	10011500	2005-05-29	1330	A
USGS	10011500	2005-05-30	1420	A
USGS	10011500	2005-05-31	1100	A
USGS	10011500	2005-06-01	1080	A
USGS	10011500	2005-06-02	1000	A
USGS	10011500	2005-06-03	875	A
USGS	10011500	2005-06-04	728	A
USGS	10011500	2005-06-05	732	A
USGS	10011500	2005-06-06	926	A
USGS	10011500	2005-06-07	828	A
USGS	10011500	2005-06-08	692	A
USGS	10011500	2005-06-09	639	A
USGS	10011500	2005-06-10	590	A
USGS	10011500	2005-06-11	532	A
USGS	10011500	2005-06-12	578	A
USGS	10011500	2005-06-13	483	A
USGS	10011500	2005-06-14	521	A
USGS	10011500	2005-06-15	749	A
USGS	10011500	2005-06-16	1020	A
USGS	10011500	2005-06-17	1210	A
USGS	10011500	2005-06-18	1400	A
USGS	10011500	2005-06-19	1400	A
USGS	10011500	2005-06-20	1410	A
USGS	10011500	2005-06-21	1400	A
USGS	10011500	2005-06-22	1400	A
USGS	10011500	2005-06-23	1380	A
USGS	10011500	2005-06-24	1270	A
USGS	10011500	2005-06-25	1140	A
USGS	10011500	2005-06-26	1210	A
USGS	10011500	2005-06-27	1000	A
USGS	10011500	2005-06-28	910	A
USGS	10011500	2005-06-29	843	A
USGS	10011500	2005-06-30	777	A
USGS	10011500	2005-07-01	746	A
USGS	10011500	2005-07-02	752	A
USGS	10011500	2005-07-03	772	A
USGS	10011500	2005-07-04	681	A
USGS	10011500	2005-07-05	629	A
USGS	10011500	2005-07-06	607	A
USGS	10011500	2005-07-07	549	A
USGS	10011500	2005-07-08	500	A
USGS	10011500	2005-07-09	482	A
USGS	10011500	2005-07-10	453	A
USGS	10011500	2005-07-11	424	A
USGS	10011500	2005-07-12	405	A
USGS	10011500	2005-07-13	391	A
USGS	10011500	2005-07-14	374	A
USGS	10011500	2005-07-15	344	A
USGS	10011500	2005-07-16	317	A
USGS	10011500	2005-07-17	309	A
USGS	10011500	2005-07-18	292	A
USGS	10011500	2005-07-19	260	A
USGS	10011500	2005-07-20	237	A
USGS	10011500	2005-07-21	229	A
USGS	10011500	2005-07-22	227	A
USGS	10011500	2005-07-23	228	A
USGS	10011500	2005-07-24	213	A
USGS	10011500	2005-07-25	198	A
USGS	10011500	2005-07-26	181	A
USGS	10011500	2005-07-27	162	A
USGS	10011500	2005-07-28	147	A
USGS	10011500	2005-07-29	136	A
USGS	10011500	2005-07-30	140	A
USGS	10011500	2005-07-31	162	A
USGS	10011500	2005-08-01	153	A
USGS	10011500	2005-08-02	145	A
USGS	10011500	2005-08-03	152	A
USGS	10011500	2005-08-04	144	A
USGS	10011500	2005-08-05	151	A
USGS	10011500	2005-08-06	141	A
USGS	10011500	2005-08-07	133	A
USGS	10011500	2005-08-08	130	A
USGS	10011500	2005-08-09	131	A
USGS	10011500	2005-08-10	127	A
USGS	10011500	2005-08-11	121	A
USGS	10011500	2005-08-12	112	A
USGS	10011500	2005-08-13	107	A
USGS	10011500	2005-08-14	101	A
USGS	10011500	2005-08-15	99	A
USGS	10011500	2005-08-16	101	A
USGS	10011500	2005-08-17	111	A
USGS	10011500	2005-08-18	99	A
USGS	10011500	2005-08-19	92	A
USGS	10011500	2005-08-20	88	A
USGS	10011500	2005-08-21	84	A
USGS	10011500	2005-08-22	88	A
USGS	10011500	2005-08-23	86	A
USGS	10011500	2005-08-24	80	A
USGS	10011500	2005-08-25	75	A
USGS	10011500	2005-08-26	73	A
USGS	10011500	2005-08-27	70	A
USGS	10011500	2005-08-28	70	A
USGS	10011500	2005-08-29	67	A
USGS	10011500	2005-08-30	64	A
USGS	10011500	2005-08-31	64	A
USGS	10011500	2005-09-01	64	A
USGS	10011500	2005-09-02	62	A
USGS	10011500	2005-09-03	62	A
USGS	10011500	2005-09-04	62	A
USGS	10011500	2005-09-05	63	A
USGS	10011500	2005-09-06	60	A
USGS	10011500	2005-09-07	59	A
USGS	10011500	2005-09-08	60	A
USGS	10011500	2005-09-09	73	A
USGS	10011500	2005-09-10	112	A
USGS	10011500	2005-09-11	134	A
USGS	10011500	2005-09-12	134	A
USGS	10011500	2005-09-13	138	A
USGS	10011500	2005-09-14	133	A
USGS	10011500	2005-09-15	121	A
USGS	10011500	2005-09-16	108	A
USGS	10011500	2005-09-17	86	A
USGS	10011500	2005-09-18	84	A
USGS	10011500	2005-09-19	82	A
USGS	10011500	2005-09-20	80	A
USGS	10011500	2005-09-21	82	A
USGS	10011500	2005-09-22	68	A
USGS	10011500	2005-09-23	60	A
USGS	10011500	2005-09-24	57	A
USGS	10011500	2005-09-25	56	A
USGS	10011500	2005-09-26	55	A
USGS	10011500	2005-09-27	55	A
USGS	10011500	2005-09-28	68	A
USGS	10011500	2005-09-29	56	A
USGS	10011500	2005-09-30	53	A
USGS	10011500	2005-10-01	53	A
USGS	10011500	2005-10-02	52	A
USGS	10011500	2005-10-03	50	A
USGS	10011500	2005-10-04	53	A
USGS	10011500	2005-10-05	54	A
USGS	10011500	2005-10-06	53	A
USGS	10011500	2005-10-07	53	A
USGS	10011500	2005-10-08	50	A
USGS	10011500	2005-10-09	50	A
USGS	10011500	2005-10-10	47	A
USGS	10011500	2005-10-11	44	A
USGS	10011500	2005-10-12	43	A
USGS	10011500	2005-10-13	41	A
USGS	10011500	2005-10-14	40	A
USGS	10011500	2005-10-15	39	A
USGS	10011500	2005-10-16	38	A
USGS	10011500	2005-10-17	38	A
USGS	10011500	2005-10-18	37	A
USGS	10011500	2005-10-19	38	A
USGS	10011500	2005-10-20	37	A
USGS	10011500	2005-10-21	36	A
USGS	10011500	2005-10-22	35	A
USGS	10011500	2005-10-23	33	A
USGS	10011500	2005-10-24	32	A
USGS	10011500	2005-10-25	32	A
USGS	10011500	2005-10-26	32	A
USGS	10011500	2005-10-27	32	A
USGS	10011500	2005-10-28	35	A
USGS	10011500	2005-10-29	39	A
USGS	10011500	2005-10-30	36	A
USGS	10011500	2005-10-31	30	A
USGS	10011500	2005-11-01	36	A
USGS	10011500	2005-11-02	34	A
USGS	10011500	2005-11-03	34	A
USGS	10011500	2005-11-04	36	A
USGS	10011500	2005-11-05	34	A
USGS	10011500	2005-11-06	38	A
USGS	10011500	2005-11-07	39	A
USGS	10011500	2005-11-08	44	A
USGS	10011500	2005-11-09	43	A
USGS	10011500	2005-11-10	43	A
USGS	10011500	2005-11-11	44	A
USGS	10011500	2005-11-12	44	A
USGS	10011500	2005-11-13	37	A
USGS	10011500	2005-11-14	42	A
USGS	10011500	2005-11-15	32	A
USGS	10011500	2005-11-16	48	A
USGS	10011500	2005-11-17	44	A
USGS	10011500	2005-11-18	40	A
USGS	10011500	2005-11-19	43	A
USGS	10011500	2005-11-20	40	A
USGS	10011500	2005-11-21	41	A
USGS	10011500	2005-11-22	39	A
USGS	10011500	2005-11-23	37	A
USGS	10011500	2005-11-24	37	A
USGS	10011500	2005-11-25	37	A
USGS	10011500	2005-11-26	39	A
USGS	10011500	2005-11-27	38	A
USGS	10011500	2005-11-28	42	A
USGS	10011500	2005-11-29	52	A
USGS	10011500	2005-11-30	47	A
USGS	10011500	2005-12-01	50	A
USGS	10011500	2005-12-02	42	A
USGS	10011500	2005-12-03	43	A
USGS	10011500	2005-12-04	45	A:e
USGS	10011500	2005-12-05	44	A:e
USGS	10011500	2005-12-06	43	A:e
USGS	10011500	2005-12-07	42	A:e
USGS	10011500	2005-12-08	42	A:e
USGS	10011500	2005-12-09	41	A:e
USGS	10011500	2005-12-10	40	A:e
USGS	10011500	2005-12-11	39	A:e
USGS	10011500	2005-12-12	38	A:e
USGS	10011500	2005-12-13	37	A:e
USGS	10011500	2005-12-14	37	A:e
USGS	10011500	2005-12-15	38	A:e
USGS	10011500	2005-12-16	38	A:e
USGS	10011500	2005-12-17	39	A:e
USGS	10011500	2005-12-18	39	A:e
USGS	10011500	2005-12-19	40	A:e
USGS	10011500	2005-12-20	40	A:e
USGS	10011500	2005-12-21	41	A:e
USGS	10011500	2005-12-22	42	A:e
USGS	10011500	2005-12-23	42	A:e
USGS	10011500	2005-12-24	44	A:e
USGS	10011500	2005-12-25	46	A:e
USGS	10011500	2005-12-26	48	A:e
USGS	10011500	2005-12-27	48	A:e
USGS	10011500	2005-12-28	46	A:e
USGS	10011500	2005-12-29	44	A:e
USGS	10011500	2005-12-30	43	A:e
USGS	10011500	2005-12-31	42	A:e
USGS	10011500	2006-01-01	48	A:e
USGS	10011500	2006-01-02	52	A:e
USGS	10011500	2006-01-03	52	A:e
USGS	10011500	2006-01-04	43	A:e
USGS	10011500	2006-01-05	42	A:e
USGS	10011500	2006-01-06	44	A:e
USGS	10011500	2006-01-07	48	A:e
USGS	10011500	2006-01-08	48	A:e
USGS	10011500	2006-01-09	41	A:e
USGS	10011500	2006-01-10	44	A:e
USGS	10011500	2006-01-11	48	A:e
USGS	10011500	2006-01-12	47	A:e
USGS	10011500	2006-01-13	46	A:e
USGS	10011500	2006-01-14	46	A:e
USGS	10011500	2006-01-15	46	A:e
USGS	10011500	2006-01-16	44	A:e
USGS	10011500	2006-01-17	41	A:e
USGS	10011500	2006-01-18	38	A:e
USGS	10011500	2006-01-19	38	A:e
USGS	10011500	2006-01-20	38	A:e
USGS	10011500	2006-01-21	38	A:e
USGS	10011500	2006-01-22	38	A:e
USGS	10011500	2006-01-23	38	A:e
USGS	10011500	2006-01-24	38	A:e
USGS	10011500	2006-01-25	38	A:e
USGS	10011500	2006-01-26	36	A:e
USGS	10011500	2006-01-27	37	A:e
USGS	10011500	2006-01-28	37	A:e
USGS	10011500	2006-01-29	37	A:e
USGS	10011500	2006-01-30	37	A:e
USGS	10011500	2006-01-31	39	A:e
USGS	10011500	2006-02-01	44	A:e
USGS	10011500	2006-02-02	44	A:e
USGS	10011500	2006-02-03	48	A:e
USGS	10011500	2006-02-04	52	A:e
USGS	10011500	2006-02-05	52	A:e
USGS	10011500	2006-02-06	55	A:e
USGS	10011500	2006-02-07	56	A:e
USGS	10011500	2006-02-08	51	A:e
USGS	10011500	2006-02-09	50	A:e
USGS	10011500	2006-02-10	49	A:e
USGS	10011500	2006-02-11	44	A:e
USGS	10011500	2006-02-12	40	A:e
USGS	10011500	2006-02-13	40	A:e
USGS	10011500	2006-02-14	42	A:e
USGS	10011500	2006-02-15	44	A:e
USGS	10011500	2006-02-16	41	A:e
USGS	10011500	2006-02-17	40	A:e
USGS	10011500	2006-02-18	39	A:e
USGS	10011500	2006-02-19	38	A:e
USGS	10011500	2006-02-20	38	A:e
USGS	10011500	2006-02-21	38	A:e
USGS	10011500	2006-02-22	37	A:e
USGS	10011500	2006-02-23	36	A:e
USGS	10011500	2006-02-24	35	A:e
USGS	10011500	2006-02-25	36	A:e
USGS	10011500	2006-02-26	36	A:e
USGS	10011500	2006-02-27	36	A:e
USGS	10011500	2006-02-28	37	A:e
USGS	10011500	2006-03-01	38	A:e
USGS	10011500	2006-03-02	39	A:e
USGS	10011500	2006-03-03	39	A:e
USGS	10011500	2006-03-04	40	A:e
USGS	10011500	2006-03-05	40	A:e
USGS	10011500	2006-03-06	40	A:e
USGS	10011500	2006-03-07	40	A:e
USGS	10011500	2006-03-08	40	A:e
USGS	10011500	2006-03-09	40	A:e
USGS	10011500	2006-03-10	41	A
USGS	10011500	2006-03-11	43	A
USGS	10011500	2006-03-12	43	A
USGS	10011500	2006-03-13	39	A
USGS	10011500	2006-03-14	39	A
USGS	10011500	2006-03-15	36	A
USGS	10011500	2006-03-16	35	A
USGS	10011500	2006-03-17	33	A
USGS	10011500	2006-03-18	33	A
USGS	10011500	2006-03-19	32	A
USGS	10011500	2006-03-20	32	A
USGS	10011500	2006-03-21	34	A
USGS	10011500	2006-03-22	33	A
USGS	10011500	2006-03-23	32	A
USGS	10011500	2006-03-24	31	A
USGS	10011500	2006-03-25	32	A
USGS	10011500	2006-03-26	44	A
USGS	10011500	2006-03-27	41	A
USGS	10011500	2006-03-28	49	A
USGS	10011500	2006-03-29	49	A
USGS	10011500	2006-03-30	46	A
USGS	10011500	2006-03-31	44	A
USGS	10011500	2006-04-01	48	A
USGS	10011500	2006-04-02	41	A
USGS	10011500	2006-04-03	50	A
USGS	10011500	2006-04-04	61	A
USGS	10011500	2006-04-05	67	A
USGS	10011500	2006-04-06	53	A
USGS	10011500	2006-04-07	62	A
USGS	10011500	2006-04-08	63	A
USGS	10011500	2006-04-09	72	A
USGS	10011500	2006-04-10	75	A
USGS	10011500	2006-04-11	72	A
USGS	10011500	2006-04-12	79	A
USGS	10011500	2006-04-13	106	A
USGS	10011500	2006-04-14	126	A
USGS	10011500	2006-04-15	139	A
USGS	10011500	2006-04-16	151	A
USGS	10011500	2006-04-17	156	A
USGS	10011500	2006-04-18	120	A
USGS	10011500	2006-04-19	104	A
USGS	10011500	2006-04-20	105	A
USGS	10011500	2006-04-21	120	A
USGS	10011500	2006-04-22	160	A
USGS	10011500	2006-04-23	218	A
USGS	10011500	2006-04-24	219	A
USGS	10011500	2006-04-25	176	A
USGS	10011500	2006-04-26	178	A
USGS	10011500	2006-04-27	229	A
USGS	10011500	2006-04-28	281	A
USGS	10011500	2006-04-29	303	A
USGS	10011500	2006-04-30	351	A
USGS	10011500	2006-05-01	374	A
USGS	10011500	2006-05-02	432	A
USGS	10011500	2006-05-03	437	A
USGS	10011500	2006-05-04	397	A
USGS	10011500	2006-05-05	389	A
USGS	10011500	2006-05-06	380	A
USGS	10011500	2006-05-07	402	A
USGS	10011500	2006-05-08	435	A
USGS	10011500	2006-05-09	406	A
USGS	10011500	2006-05-10	410	A
USGS	10011500	2006-05-11	444	A
USGS	10011500	2006-05-12	570	A
USGS	10011500	2006-05-13	744	A
USGS	10011500	2006-05-14	861	A
USGS	10011500	2006-05-15	1030	A
USGS	10011500	2006-05-16	1110	A
USGS	10011500	2006-05-17	1170	A
USGS	10011500	2006-05-18	1180	A
